;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;DefaultShadowStrength;LightAttenuation;DefaultEmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale
AlloyCopperRakeBlock;;Tools;RakeBlockBehavior;335;0,0,0;-1,0.5,1;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.35;0,0.2,0;0,90,0;alloycopperrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;1.5;1.5;1.5;0.66;1;4;1;200;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;FALSE;;;;;;;;234;1
AlloyCopperSpearBlock;;Tools;ThrowableBlockBehavior;336;0,0,0;-1,0.5,0;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.4;0,0.2,0;0,0,0;alloycopperspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;8;0.8;9;4;1;150;TRUE;TRUE;TRUE;16;0.9;0.3;FALSE;0;;0;;;FALSE;FALSE;FALSE;;;;;;;;211;1
AlloyCopperMacheteBlock;;Tools;;337;0,0,0;-1,0.5,0;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.4;0,0.27,0;0,0,0;alloycoppermachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;12;0.9;1;4;1;150;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;FALSE;;;;;;;;211;1
AlloyCopperHammerBlock;;Tools;;338;0,0,0;-1,0.5,1;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.35;0,0.2,0;0,0,0;alloycopperhammer;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;3;FALSE;FALSE;0;0;;1.5;25;1.5;1.5;0.66;1;3;;300;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;FALSE;;;;;;;;232;1
CopperHammerBlock;;Tools;;339;0,0,0;-1,0.5,1;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.35;0,0.2,0;0,0,0;copperhammer;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;3;FALSE;FALSE;0;0;;1.5;10;1.5;1.5;0.66;1;2;5;150;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;FALSE;;;;;;;;232;1
DiamondHammerBlock;;Tools;;339;0,0,0;-1,0.5,1;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.35;0,0.2,0;0,0,0;diamondhammer;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;3;FALSE;FALSE;0;0;;1.5;20;1.5;1.5;0.66;1;3;25;720;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;FALSE;;;;;;;;232;1
CrystalShovelBlock;;Tools;;340;0,0,0;-1,0.5,0;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.35;0,0.2,0;0,90,0;crystalshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;1.5;FALSE;FALSE;0;0;;2.5;1.5;1.5;1.5;0.66;1;5;20;1440;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;FALSE;;;;;;;;233;1
CrystalPickaxeBlock;;Tools;;341;0,0,0;-1,0.5,0;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.35;0,0.2,0;0,0,0;crystalpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;22;1.5;1.5;0.66;1;5;20;900;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;FALSE;;;;;;;;218;1
CrystalAxeBlock;;Tools;;342;0,0,0;-1,0.5,0;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.35;0,0.2,0;0,0,0;crystalaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;1.5;15;20;0.3;1;5;20;900;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;FALSE;;;;;;;;234;1
CrystalRakeBlock;;Tools;RakeBlockBehavior;343;0,0,0;-1,0.5,1;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.35;0,0.2,0;0,90,0;crystalrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;1.5;1.5;1.5;0.66;1;5;20;1500;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;FALSE;;;;;;;;234;1
CrystalSpearBlock;;Tools;ThrowableBlockBehavior;344;0,0,0;-1,0.5,0;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.4;0,0.2,0;0,0,0;crystalspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;11;0.8;12;5;20;720;TRUE;TRUE;TRUE;22;0.9;0.3;FALSE;0;;0;;;FALSE;FALSE;FALSE;;;;;;;;211;1
CrystalMacheteBlock;;Tools;;345;0,0,0;-1,0.5,0;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.4;0,0.27,0;0,0,0;crystalmachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;14;0.9;1;5;20;720;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;FALSE;FALSE;FALSE;;;;;;;;211;1
CrystalHammerBlock;;Tools;;346;0,0,0;-1,0.5,1;0.85;0.4;0.5,-0.5,-0.6;0,40,0;0.35;0,0.2,0;0,0,0;crystalhammer;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;0;1;3;FALSE;FALSE;0;0;;1.5;35;1.5;1.5;0.66;1;5;20;1500;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;FALSE;;;;;;;;232;1
